ROLL_NO,REGISTRATION_NUMBER,GENDER,STRATUM,SCHOOL_NAT,SCHOOL_TYPE,DSBDA,CC,AI,WT,EM-3,ACADEMIC_PROGRAM,TOTAL_MARKS
7401,SB11201320180483,M,Stratum 4,PRIVATE,ACADEMIC,54,66,60,62,74,MECHANICAL ENGINEERING,316
7402,SB11201320180496,F,Stratum 3,PRIVATE,TECHNICAL,61,61,60,61,67,INDUSTRIAL ENGINEERING,310
7403,SB11201320180524,M,Stratum 4,PRIVATE,ACADEMIC,77,67,62,65,34,INDUSTRIAL ENGINEERING,305
7404,SB11201320180555,M,Stratum 4,PRIVATE,ACADEMIC,68,74,60,68,62,INDUSTRIAL ENGINEERING,332
7405,SB11201320180641,M,Stratum 2,PRIVATE,TECHNICAL,54,61,62,52,54,MECHANICAL ENGINEERING,283
7406,SB11201320180675,M,Stratum 3,PRIVATE,TECHNICAL,61,49,54,52,57,CIVIL ENGINEERING,273
7407,SB11201320180677,F,Stratum 3,PRIVATE,ACADEMIC,71,74,73,82,68,INDUSTRIAL ENGINEERING,368
7408,SB11201320180680,M,Stratum 3,PRIVATE,ACADEMIC,54,66,58,55,58,CHEMICAL ENGINEERING,291
7409,SB11201320180721,M,Stratum 3,PRIVATE,ACADEMIC,68,66,73,70,62,INDUSTRIAL ENGINEERING,339
7410,SB11201320180756,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,67,64,67,74,76,ELECTRONIC ENGINEERING,348
7411,SB11201320180766,M,Stratum 3,PRIVATE,ACADEMIC,70,64,70,60,78,MECHANICAL ENGINEERING,342
7412,SB11201320180786,M,Stratum 2,PRIVATE,ACADEMIC,95,87,82,95,74,ELECTRIC ENGINEERING,433
7413,SB11201320180794,M,Stratum 2,PUBLIC,TECHNICAL,73,69,70,69,64,ELECTRONIC ENGINEERING,345
7414,SB11201320180817,M,Stratum 3,PRIVATE,ACADEMIC,73,54,56,63,64,INDUSTRIAL ENGINEERING,310
7415,SB11201320180860,M,Stratum 3,PRIVATE,ACADEMIC,77,69,70,65,72,MECHANICAL ENGINEERING,353
7416,SB11201320180879,M,Stratum 2,PUBLIC,ACADEMIC,54,45,49,53,50,CIVIL ENGINEERING,251
7417,SB11201320180888,F,Stratum 3,PRIVATE,ACADEMIC,63,61,65,72,76,CIVIL ENGINEERING,337
7418,SB11201320181034,M,Stratum 4,PRIVATE,ACADEMIC,96,66,82,75,72,CIVIL ENGINEERING,391
7419,SB11201320181057,F,Stratum 3,PRIVATE,ACADEMIC,96,68,77,82,85,CIVIL ENGINEERING,408
7420,SB11201320181130,F,Stratum 3,PUBLIC,ACADEMIC,74,69,70,75,60,ELECTRONIC ENGINEERING,348
7421,SB11201320181166,F,Stratum 2,PUBLIC,ACADEMIC,68,69,70,71,72,CIVIL ENGINEERING,350
7422,SB11201320181175,M,Stratum 1,PRIVATE,ACADEMIC,86,87,70,74,76,MECHANICAL ENGINEERING,393
7423,SB11201320181330,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,50,48,41,54,44,CIVIL ENGINEERING,237
7424,SB11201320181376,M,Stratum 2,PRIVATE,ACADEMIC,53,62,58,57,60,CIVIL ENGINEERING,290
7425,SB11201320181643,M,Stratum 3,PRIVATE,ACADEMIC,88,64,54,82,74,INDUSTRIAL ENGINEERING,362
7426,SB11201320181698,M,Stratum 3,PUBLIC,ACADEMIC,68,63,56,69,59,CIVIL ENGINEERING,315
7427,SB11201320181761,M,Stratum 3,PRIVATE,ACADEMIC,60,58,56,71,49,ELECTRONIC ENGINEERING,294
7428,SB11201320181832,F,Stratum 3,PUBLIC,ACADEMIC,49,61,58,49,49,CIVIL ENGINEERING,266
7429,SB11201320181967,M,Stratum 2,PUBLIC,TECHNICAL,74,74,70,72,55,CIVIL ENGINEERING,345
7430,SB11201320182089,F,Stratum 4,PRIVATE,TECHNICAL,55,64,58,57,70,MECHANICAL ENGINEERING,304
7431,SB11201320182223,M,Stratum 3,PRIVATE,ACADEMIC,63,52,53,61,50,CIVIL ENGINEERING,279
7432,SB11201320182499,F,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,63,77,60,72,74,CIVIL ENGINEERING,346
7433,SB11201320182506,F,Stratum 1,PRIVATE,ACADEMIC,56,54,51,59,62,INDUSTRIAL ENGINEERING,282
7434,SB11201320182603,M,Stratum 2,PRIVATE,ACADEMIC,52,50,55,47,52,INDUSTRIAL ENGINEERING,256
7435,SB11201320182605,M,Stratum 2,PRIVATE,ACADEMIC,65,63,58,67,62,INDUSTRIAL ENGINEERING,315
7436,SB11201320182624,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,95,66,62,69,55,ELECTRONIC ENGINEERING,347
7437,SB11201320182630,F,Stratum 1,PUBLIC,ACADEMIC,50,71,58,60,55,INDUSTRIAL ENGINEERING,294
7438,SB11201320182696,M,Stratum 3,PRIVATE,ACADEMIC,64,58,60,58,60,CIVIL ENGINEERING,300
7439,SB11201320182937,M,Stratum 2,PRIVATE,ACADEMIC,52,64,70,62,80,INDUSTRIAL ENGINEERING,328
7440,SB11201320183091,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,58,51,54,61,49,MECHANICAL ENGINEERING,273
7441,SB11201320183204,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,60,60,67,65,54,INDUSTRIAL ENGINEERING,306
7442,SB11201320183307,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,57,64,62,61,49,INDUSTRIAL ENGINEERING,293
7443,SB11201320183352,F,Stratum 3,PRIVATE,ACADEMIC,53,50,53,58,43,INDUSTRIAL ENGINEERING,257
7444,SB11201320183362,M,Stratum 3,PRIVATE,ACADEMIC,70,74,77,67,72,INDUSTRIAL ENGINEERING,360
7445,SB11201320183384,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,57,49,52,56,46,MECHANICAL ENGINEERING,260
7446,SB11201320183460,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,58,65,60,61,60,INDUSTRIAL ENGINEERING,304
7447,SB11201320183482,F,Stratum 2,PRIVATE,ACADEMIC,63,65,67,63,74,INDUSTRIAL ENGINEERING,332
7448,SB11201320183581,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,54,61,56,56,55,INDUSTRIAL ENGINEERING,282
7449,SB11201320183608,M,Stratum 3,PUBLIC,TECHNICAL,67,56,60,60,46,CIVIL ENGINEERING,289
7450,SB11201320183623,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,66,74,82,78,59,ELECTRONIC ENGINEERING,359
7451,SB11201320183666,M,Stratum 6,PRIVATE,ACADEMIC,87,68,77,72,100,MECHANICAL ENGINEERING,404
7452,SB11201320184194,M,Stratum 3,PRIVATE,ACADEMIC,48,52,49,49,46,CIVIL ENGINEERING,244
7453,SB11201320184231,M,Stratum 3,PRIVATE,ACADEMIC,66,60,64,59,59,MECHANICAL ENGINEERING,308
7454,SB11201320184344,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,65,61,56,55,53,CIVIL ENGINEERING,290
7455,SB11201320184450,M,Stratum 4,PUBLIC,ACADEMIC,76,69,58,65,72,INDUSTRIAL ENGINEERING,340
7456,SB11201320184549,M,Stratum 3,PRIVATE,ACADEMIC,75,53,55,64,76,MECHANICAL ENGINEERING,323
7457,SB11201320184569,M,Stratum 2,PRIVATE,ACADEMIC,56,53,46,49,50,INDUSTRIAL ENGINEERING,254
7458,SB11201320184678,M,Stratum 3,PRIVATE,ACADEMIC,54,61,48,49,60,INDUSTRIAL ENGINEERING,272
7459,SB11201320184699,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,82,67,60,81,62,ELECTRONIC ENGINEERING,352
7460,SB11201320184723,M,Stratum 2,PRIVATE,ACADEMIC,70,77,77,95,82,CIVIL ENGINEERING,401
7461,SB11201320184992,F,Stratum 4,PRIVATE,ACADEMIC,65,57,64,58,53,INDUSTRIAL ENGINEERING,297
7462,SB11201320185025,M,Stratum 2,PRIVATE,ACADEMIC,60,64,62,64,58,ELECTRIC ENGINEERING,308
7463,SB11201320185145,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,60,66,62,62,57,CIVIL ENGINEERING,307
7464,SB11201320185186,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,56,49,50,57,40,CIVIL ENGINEERING,252
7465,SB11201320185285,M,Stratum 1,PRIVATE,TECHNICAL/ACADEMIC,60,54,47,48,52,INDUSTRIAL ENGINEERING,261
7466,SB11201320185287,F,Stratum 2,PRIVATE,TECHNICAL/ACADEMIC,61,69,64,55,53,INDUSTRIAL ENGINEERING,302
7467,SB11201320185362,F,Stratum 4,PUBLIC,TECHNICAL/ACADEMIC,64,69,47,67,54,CIVIL ENGINEERING,301
7468,SB11201320185423,F,Stratum 1,PUBLIC,ACADEMIC,65,57,70,67,46,INDUSTRIAL ENGINEERING,305
7469,SB11201320185436,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,51,47,54,43,53,CIVIL ENGINEERING,248
7470,SB11201320185638,F,Stratum 2,PRIVATE,ACADEMIC,71,72,77,74,55,INDUSTRIAL ENGINEERING,349
7471,SB11201320185647,F,Stratum 2,PUBLIC,ACADEMIC,53,54,53,61,48,INDUSTRIAL ENGINEERING,269
7472,SB11201320185665,M,Stratum 3,PRIVATE,ACADEMIC,58,69,70,61,58,ELECTRONIC ENGINEERING,316
7473,SB11201320185724,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,49,49,44,54,39,CIVIL ENGINEERING,235
7474,SB11201320185818,F,Stratum 3,PRIVATE,ACADEMIC,59,58,70,59,65,INDUSTRIAL ENGINEERING,311
7475,SB11201320185827,F,Stratum 2,PUBLIC,ACADEMIC,66,74,54,75,43,INDUSTRIAL ENGINEERING,312
7476,SB11201320185898,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,64,71,67,66,46,CIVIL ENGINEERING,314
7477,SB11201320185932,F,Stratum 4,PRIVATE,ACADEMIC,60,74,67,74,80,CHEMICAL ENGINEERING,355
7478,SB11201320185934,M,Stratum 2,PUBLIC,TECHNICAL,55,53,43,56,42,INDUSTRIAL ENGINEERING,249
7479,SB11201320186013,F,Stratum 2,PRIVATE,ACADEMIC,49,45,44,42,42,INDUSTRIAL ENGINEERING,222
7480,SB11201320186070,M,Stratum 1,PRIVATE,ACADEMIC,81,68,65,66,49,INDUSTRIAL ENGINEERING,329
7481,SB11201320186115,M,Stratum 3,PUBLIC,ACADEMIC,87,72,67,77,57,INDUSTRIAL ENGINEERING,360
7482,SB11201320186161,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,64,74,65,69,76,CIVIL ENGINEERING,348
7483,SB11201320186223,M,Stratum 3,PRIVATE,ACADEMIC,73,68,82,64,74,INDUSTRIAL ENGINEERING,361
7484,SB11201320186230,M,Stratum 4,PRIVATE,ACADEMIC,87,67,67,81,90,INDUSTRIAL ENGINEERING,392
7485,SB11201320186262,F,Stratum 3,PRIVATE,ACADEMIC,88,87,82,96,90,INDUSTRIAL ENGINEERING,443
7486,SB11201320186312,M,Stratum 3,PRIVATE,ACADEMIC,68,63,60,67,60,CIVIL ENGINEERING,318
7487,SB11201320186337,M,Stratum 1,PUBLIC,ACADEMIC,47,48,43,52,70,INDUSTRIAL ENGINEERING,260
7488,SB11201320186366,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,54,53,58,52,53,CIVIL ENGINEERING,270
7489,SB11201320186408,M,Stratum 4,PRIVATE,ACADEMIC,71,62,64,55,54,INDUSTRIAL ENGINEERING,306
7490,SB11201320186448,F,Stratum 5,PRIVATE,TECHNICAL/ACADEMIC,97,81,82,87,100,INDUSTRIAL ENGINEERING,447
7491,SB11201320186571,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,78,58,64,70,46,CIVIL ENGINEERING,316
7492,SB11201320186578,M,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,64,62,60,61,78,CIVIL ENGINEERING,325
7493,SB11201320186650,M,Stratum 3,PRIVATE,ACADEMIC,86,95,82,77,85,ELECTRIC ENGINEERING,425
7494,SB11201320186753,F,Stratum 3,PRIVATE,ACADEMIC,87,69,52,77,76,CIVIL ENGINEERING,361
7495,SB11201320186788,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,62,58,45,67,44,INDUSTRIAL ENGINEERING,276
7496,SB11201320186869,M,Stratum 3,PUBLIC,ACADEMIC,77,71,67,96,78,ELECTRONIC ENGINEERING,389
7497,SB11201320186899,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,58,77,82,64,54,CIVIL ENGINEERING,335
7498,SB11201320186903,M,Stratum 3,PUBLIC,ACADEMIC,51,52,40,54,52,INDUSTRIAL ENGINEERING,249
7499,SB11201320186953,F,Stratum 3,PRIVATE,ACADEMIC,69,64,64,72,76,INDUSTRIAL ENGINEERING,345
7500,SB11201320186977,M,Stratum 2,PRIVATE,TECHNICAL/ACADEMIC,86,77,70,71,95,CIVIL ENGINEERING,399
7501,SB11201320187015,F,Stratum 5,PRIVATE,ACADEMIC,73,62,70,74,76,CIVIL ENGINEERING,355
7502,SB11201320187045,M,Stratum 2,PUBLIC,ACADEMIC,55,52,56,51,54,CIVIL ENGINEERING,268
7503,SB11201320187046,M,Stratum 2,PUBLIC,ACADEMIC,61,55,56,61,43,CIVIL ENGINEERING,276
7504,SB11201320187402,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,54,47,60,55,52,CIVIL ENGINEERING,268
7505,SB11201320187430,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,74,67,82,69,59,MECHANICAL ENGINEERING,351
7506,SB11201320187439,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,45,54,56,58,38,ELECTRONIC ENGINEERING,251
7507,SB11201320187508,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,70,68,70,72,49,CIVIL ENGINEERING,329
7508,SB11201320187567,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,63,48,56,62,50,ELECTRONIC ENGINEERING,279
7509,SB11201320187600,F,Stratum 5,PRIVATE,ACADEMIC,88,64,67,78,80,INDUSTRIAL ENGINEERING,377
7510,SB11201320187642,M,Stratum 2,PRIVATE,ACADEMIC,100,74,90,100,95,CIVIL ENGINEERING,459
7511,SB11201320187719,M,Stratum 3,PRIVATE,ACADEMIC,70,74,77,61,70,CIVIL ENGINEERING,352
7512,SB11201320187755,F,Stratum 1,PUBLIC,ACADEMIC,55,60,58,72,55,INDUSTRIAL ENGINEERING,300
7513,SB11201320187782,F,Stratum 2,PRIVATE,ACADEMIC,70,57,58,66,80,CIVIL ENGINEERING,331
7514,SB11201320187788,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,60,61,62,55,64,INDUSTRIAL ENGINEERING,302
7515,SB11201320187846,F,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,73,59,62,62,59,ELECTRONIC ENGINEERING,315
7516,SB11201320187904,M,Stratum 3,PRIVATE,ACADEMIC,71,74,77,72,90,CHEMICAL ENGINEERING,384
7517,SB11201320187923,M,Stratum 3,PRIVATE,ACADEMIC,58,56,49,55,76,MECHANICAL ENGINEERING,294
7518,SB11201320188039,M,Stratum 3,PRIVATE,ACADEMIC,74,60,60,78,65,CIVIL ENGINEERING,337
7519,SB11201320188111,M,Stratum 2,PUBLIC,ACADEMIC,60,50,53,55,55,MECHATRONICS ENGINEERING,273
7520,SB11201320188164,F,Stratum 3,PRIVATE,TECHNICAL,52,68,65,61,53,INDUSTRIAL ENGINEERING,299
7521,SB11201320188321,M,Stratum 3,PRIVATE,ACADEMIC,73,71,82,69,67,CHEMICAL ENGINEERING,362
7522,SB11201320188339,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,60,61,60,61,62,INDUSTRIAL ENGINEERING,304
7523,SB11201320188393,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,78,56,62,75,60,CIVIL ENGINEERING,331
7524,SB11201320188471,M,Stratum 1,PRIVATE,TECHNICAL,56,59,67,64,54,INDUSTRIAL ENGINEERING,300
7525,SB11201320188536,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,53,56,58,69,38,INDUSTRIAL ENGINEERING,274
7526,SB11201320188548,F,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,53,55,52,50,49,INDUSTRIAL ENGINEERING,259
7527,SB11201320188594,F,Stratum 3,PRIVATE,ACADEMIC,78,74,60,64,62,CHEMICAL ENGINEERING,338
7528,SB11201320188746,F,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,61,67,67,61,78,CIVIL ENGINEERING,334
7529,SB11201320188763,M,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,69,64,70,75,72,CHEMICAL ENGINEERING,350
7530,SB11201320188789,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,57,46,47,48,42,CIVIL ENGINEERING,240
7531,SB11201320188798,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,59,53,58,50,40,CIVIL ENGINEERING,260
7532,SB11201320188823,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,57,50,47,48,72,CHEMICAL ENGINEERING,274
7533,SB11201320188845,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,39,41,43,47,44,CIVIL ENGINEERING,214
7534,SB11201320188860,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,45,52,49,47,57,INDUSTRIAL ENGINEERING,250
7535,SB11201320188875,F,Stratum 2,PUBLIC,ACADEMIC,58,57,58,63,53,INDUSTRIAL ENGINEERING,289
7536,SB11201320188963,F,Stratum 3,PRIVATE,ACADEMIC,76,69,58,69,68,CHEMICAL ENGINEERING,340
7537,SB11201320188968,M,Stratum 3,PRIVATE,ACADEMIC,53,66,65,61,57,MECHANICAL ENGINEERING,302
7538,SB11201320188969,F,Stratum 3,PRIVATE,ACADEMIC,52,66,62,62,80,CIVIL ENGINEERING,322
7539,SB11201320189117,F,Stratum 2,PUBLIC,TECHNICAL,60,62,60,61,52,INDUSTRIAL ENGINEERING,295
7540,SB11201320189120,M,Stratum 3,PRIVATE,ACADEMIC,69,51,48,62,53,INDUSTRIAL ENGINEERING,283
7541,SB11201320189406,M,Stratum 3,PRIVATE,ACADEMIC,73,68,70,66,76,MECHANICAL ENGINEERING,353
7542,SB11201320189462,F,Stratum 3,PRIVATE,ACADEMIC,56,71,56,58,85,INDUSTRIAL ENGINEERING,326
7543,SB11201320189518,M,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,63,52,56,66,59,INDUSTRIAL ENGINEERING,296
7544,SB11201320189576,M,Stratum 2,PRIVATE,ACADEMIC,62,66,65,65,50,MECHANICAL ENGINEERING,308
7545,SB11201320189578,M,Stratum 3,PRIVATE,ACADEMIC,58,48,55,43,50,INDUSTRIAL ENGINEERING,254
7546,SB11201320189713,M,Stratum 4,PRIVATE,TECHNICAL/ACADEMIC,77,63,77,71,95,INDUSTRIAL ENGINEERING,383
7547,SB11201320189751,M,Stratum 2,PUBLIC,ACADEMIC,69,55,64,75,58,INDUSTRIAL ENGINEERING,321
7548,SB11201320189775,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,68,69,60,71,55,INDUSTRIAL ENGINEERING,323
7549,SB11201320189827,F,Stratum 1,PRIVATE,ACADEMIC,43,43,50,42,40,INDUSTRIAL ENGINEERING,218
7550,SB11201320189872,M,Stratum 3,PUBLIC,ACADEMIC,65,67,54,65,50,ELECTRONIC ENGINEERING,301
7551,SB11201320189884,F,Stratum 2,PRIVATE,TECHNICAL,46,53,56,51,50,INDUSTRIAL ENGINEERING,256
7552,SB11201320189899,M,Stratum 2,PRIVATE,ACADEMIC,73,71,77,71,85,CIVIL ENGINEERING,377
7553,SB11201320189988,M,Stratum 2,PRIVATE,TECHNICAL/ACADEMIC,68,56,62,70,64,CIVIL ENGINEERING,320
7554,SB11201320190158,M,Stratum 3,PRIVATE,ACADEMIC,78,54,53,62,55,CIVIL ENGINEERING,302
7555,SB11201320190270,M,Stratum 3,PRIVATE,ACADEMIC,56,48,47,56,50,ELECTRONIC ENGINEERING,257
7556,SB11201320190318,M,Stratum 2,PUBLIC,ACADEMIC,73,60,51,65,64,CHEMICAL ENGINEERING,313
7557,SB11201320190328,M,Stratum 2,PRIVATE,ACADEMIC,64,64,50,66,64,MECHANICAL ENGINEERING,308
7558,SB11201320190338,M,Stratum 1,PUBLIC,TECHNICAL,71,63,54,58,57,CIVIL ENGINEERING,303
7559,SB11201320190346,F,Stratum 2,PUBLIC,TECHNICAL,77,69,54,69,60,CHEMICAL ENGINEERING,329
7560,SB11201320190367,M,Stratum 3,PRIVATE,ACADEMIC,64,60,58,62,59,TRANSPORTATION AND ROAD ENGINEERING,303
7561,SB11201320190386,M,Stratum 2,PRIVATE,ACADEMIC,61,60,73,66,67,INDUSTRIAL ENGINEERING,327
7562,SB11201320190397,M,Stratum 3,PRIVATE,ACADEMIC,68,67,60,71,48,CIVIL ENGINEERING,314
7563,SB11201320190490,M,Stratum 4,PRIVATE,ACADEMIC,81,74,70,87,85,CHEMICAL ENGINEERING,397
7564,SB11201320190522,F,Stratum 2,PRIVATE,ACADEMIC,87,68,77,68,95,INDUSTRIAL ENGINEERING,395
7565,SB11201320190617,F,Stratum 2,PUBLIC,TECHNICAL,43,56,53,57,52,CHEMICAL ENGINEERING,261
7566,SB11201320190619,M,Stratum 1,PUBLIC,TECHNICAL,54,57,62,58,52,CHEMICAL ENGINEERING,283
7567,SB11201320190651,M,Stratum 3,PUBLIC,ACADEMIC,70,64,70,77,55,CIVIL ENGINEERING,336
7568,SB11201320190679,F,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,69,62,58,58,52,INDUSTRIAL ENGINEERING,299
7569,SB11201320190782,M,Stratum 4,PUBLIC,ACADEMIC,52,68,56,64,67,CIVIL ENGINEERING,307
7570,SB11201320190783,M,Stratum 2,PRIVATE,ACADEMIC,70,59,58,72,50,INDUSTRIAL ENGINEERING,309
7571,SB11201320190807,F,Stratum 3,PRIVATE,ACADEMIC,54,47,58,58,55,CIVIL ENGINEERING,272
7572,SB11201320190814,F,Stratum 3,PRIVATE,ACADEMIC,60,69,70,67,68,INDUSTRIAL ENGINEERING,334
7573,SB11201320190867,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,50,50,51,57,50,CIVIL ENGINEERING,258
7574,SB11201320190879,M,Stratum 2,PRIVATE,ACADEMIC,61,67,70,58,59,CIVIL ENGINEERING,315
7575,SB11201320190932,M,Stratum 3,PRIVATE,ACADEMIC,73,71,77,68,53,INDUSTRIAL ENGINEERING,342
7576,SB11201320190947,F,Stratum 3,PRIVATE,ACADEMIC,86,71,67,69,60,INDUSTRIAL ENGINEERING,353
7577,SB11201320190986,F,Stratum 2,PRIVATE,ACADEMIC,64,46,58,57,48,CIVIL ENGINEERING,273
7578,SB11201320191058,M,Stratum 3,PRIVATE,ACADEMIC,59,60,60,52,67,INDUSTRIAL ENGINEERING,298
7579,SB11201320191565,M,Stratum 2,PUBLIC,TECHNICAL,70,61,58,75,72,MECHANICAL ENGINEERING,336
7580,SB11201320191706,M,Stratum 1,PUBLIC,TECHNICAL,66,58,52,56,52,CIVIL ENGINEERING,284
7581,SB11201320191760,F,Stratum 4,PUBLIC,ACADEMIC,65,72,62,71,53,INDUSTRIAL ENGINEERING,323
7582,SB11201320191767,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,45,52,53,41,38,INDUSTRIAL ENGINEERING,229
7583,SB11201320191815,F,Stratum 1,PRIVATE,ACADEMIC,56,59,51,58,48,INDUSTRIAL ENGINEERING,272
7584,SB11201320191960,M,Stratum 4,PUBLIC,ACADEMIC,62,60,56,60,54,INDUSTRIAL ENGINEERING,292
7585,SB11201320191980,F,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,61,67,82,61,82,INDUSTRIAL ENGINEERING,353
7586,SB11201320191984,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,65,67,67,69,54,MECHANICAL ENGINEERING,322
7587,SB11201320192082,M,Stratum 3,PRIVATE,ACADEMIC,56,57,62,56,50,INDUSTRIAL ENGINEERING,281
7588,SB11201320192087,M,Stratum 3,PRIVATE,ACADEMIC,57,47,60,58,44,MECHANICAL ENGINEERING,266
7589,SB11201320192164,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,58,67,73,60,43,INDUSTRIAL ENGINEERING,301
7590,SB11201320192185,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,57,54,53,58,57,MECHANICAL ENGINEERING,279
7591,SB11201320192290,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,49,47,44,46,58,INDUSTRIAL ENGINEERING,244
7592,SB11201320192292,M,Stratum 4,PRIVATE,ACADEMIC,64,71,67,67,64,CHEMICAL ENGINEERING,333
7593,SB11201320192308,M,Stratum 3,PRIVATE,ACADEMIC,45,56,60,56,49,ELECTRONIC ENGINEERING,266
7594,SB11201320192370,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,64,69,70,71,54,ELECTRONIC ENGINEERING,328
7595,SB11201320192512,M,Stratum 3,PRIVATE,ACADEMIC,65,53,58,57,64,CIVIL ENGINEERING,297
7596,SB11201320192615,M,Stratum 3,PRIVATE,ACADEMIC,53,58,55,58,53,INDUSTRIAL ENGINEERING,277
7597,SB11201320192833,M,Stratum 5,PRIVATE,ACADEMIC,57,56,62,64,85,INDUSTRIAL ENGINEERING,324
7598,SB11201320192912,M,Stratum 2,PRIVATE,ACADEMIC,45,62,47,45,46,INDUSTRIAL ENGINEERING,245
7599,SB11201320193158,M,Stratum 3,PUBLIC,ACADEMIC,57,69,65,69,72,PRODUCTIVITY AND QUALITY ENGINEERING,332
7600,SB11201320193277,M,Stratum 3,PRIVATE,ACADEMIC,50,66,53,61,52,CIVIL ENGINEERING,282
7601,SB11201320193283,F,Stratum 3,PRIVATE,ACADEMIC,58,64,65,56,60,INDUSTRIAL ENGINEERING,303
7602,SB11201320193330,M,Stratum 3,PRIVATE,ACADEMIC,46,55,54,55,34,INDUSTRIAL ENGINEERING,244
7603,SB11201320193331,M,Stratum 1,PUBLIC,ACADEMIC,76,62,53,69,42,CIVIL ENGINEERING,302
7604,SB11201320193454,M,Stratum 4,PRIVATE,ACADEMIC,81,71,77,75,72,MECHATRONICS ENGINEERING,376
7605,SB11201320193512,F,Stratum 5,PRIVATE,ACADEMIC,73,77,73,75,85,CIVIL ENGINEERING,383
7606,SB11201320193597,M,Stratum 2,PRIVATE,ACADEMIC,67,56,65,71,57,MECHANICAL ENGINEERING,316
7607,SB11201320193779,M,Stratum 3,PRIVATE,ACADEMIC,55,54,49,49,40,CIVIL ENGINEERING,247
7608,SB11201320194064,M,Stratum 3,PUBLIC,ACADEMIC,70,64,82,78,57,CIVIL ENGINEERING,351
7609,SB11201320194146,F,Stratum 2,PUBLIC,TECHNICAL,52,57,55,62,52,INDUSTRIAL ENGINEERING,278
7610,SB11201320194225,M,Stratum 2,PRIVATE,ACADEMIC,68,61,56,71,76,MECHANICAL ENGINEERING,332
7611,SB11201320194260,M,Stratum 2,PRIVATE,ACADEMIC,72,75,70,82,85,CHEMICAL ENGINEERING,384
7612,SB11201320194294,M,Stratum 3,PUBLIC,ACADEMIC,62,50,47,57,62,INDUSTRIAL ENGINEERING,278
7613,SB11201320194327,F,Stratum 3,PRIVATE,ACADEMIC,53,56,65,57,54,INDUSTRIAL ENGINEERING,285
7614,SB11201320194343,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,64,55,60,62,52,INDUSTRIAL ENGINEERING,293
